ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Morning Star,BULLISH,DAILY,2026-04-21,0,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +14.4% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Extendido sobre MA200,BEARISH,DAILY,2026-04-21,0,"Precio +84.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-21,0,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Doji en Subida,BEARISH,DAILY,2026-04-20,1,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +92.9% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +190.1% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +6.7% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Extendido sobre MA200,BEARISH,DAILY,2026-04-21,0,"Precio +27.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Rebote MA50,BULLISH,DAILY,2026-04-16,5,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,MACD Histograma Creciente,BULLISH,DAILY,2026-04-21,0,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Toque Banda Superior BB,BEARISH,DAILY,2026-04-21,0,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Doji en Subida,BEARISH,DAILY,2026-04-16,5,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +31.2% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +79.7% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
035420.KS,NAVER Corporation,value_global,Hammer,BULLISH,DAILY,2026-04-16,5,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-04-21 07:41
035420.KS,NAVER Corporation,value_global,Hammer,BULLISH,DAILY,2026-04-21,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-04-21 07:41
035420.KS,NAVER Corporation,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -8.6% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
035420.KS,NAVER Corporation,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Rebote MA50,BULLISH,DAILY,2026-04-16,5,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +3.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +34.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 15%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +1.5% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Bullish Engulfing,BULLISH,DAILY,2026-04-20,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Morning Star,BULLISH,DAILY,2026-04-16,5,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Doji en Caída,BULLISH,DAILY,2026-04-15,6,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -8.9% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +29.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
0700.HK,Tencent Holdings Limited,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-04-21,0,"Precio +26.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Shooting Star,BEARISH,DAILY,2026-04-15,6,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-21,0,Precio a 4.1% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +4.3% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +28.9% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +112.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-30,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-04-21 07:41
105560.KS,KB Financial Group Inc.,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 4.1% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-04-15,6,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,Shooting Star,BEARISH,DAILY,2026-04-21,0,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +7.8% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +23.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 28%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
1299.HK,AIA Group Limited,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-04-20,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-04-21 07:41
2020.HK,ANTA Sports Products Limited,value_global,Bullish Engulfing,BULLISH,DAILY,2026-04-17,4,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
2020.HK,ANTA Sports Products Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +6.2% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
2020.HK,ANTA Sports Products Limited,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
2020.HK,ANTA Sports Products Limited,value_global,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-06,15,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
2020.HK,ANTA Sports Products Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 26%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
2020.HK,ANTA Sports Products Limited,value_global,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Doji en Caída,BULLISH,DAILY,2026-04-21,0,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +6.2% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +40.6% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +12.1% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-06,15,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 35%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
2382.HK,Sunny Optical Technology (Group) Company Limited,value_global,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,Rebote MA50,BULLISH,DAILY,2026-04-17,4,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-04-16,5,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 6.7% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +1.6% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,Doji en Subida,BEARISH,DAILY,2026-04-16,5,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,Precio bajo MA200,BEARISH,WEEKLY,2026-04-20,1,Precio -27.6% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -12.2% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
4568.T,"Daiichi Sankyo Company, Limited",value_global,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Evening Star,BEARISH,DAILY,2026-04-21,0,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-04-21,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 2.6% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Precio bajo MA200,BEARISH,WEEKLY,2026-04-20,1,Precio -34.4% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -15.1% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 34%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-04-20,1,Precio a 0.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-04-20,1,RSI 33.3 — presión vendedora cediendo,1,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-04-21 07:41
4661.T,"Oriental Land Co., Ltd.",value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-04-20,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-04-21 07:41
6098.T,"Recruit Holdings Co., Ltd.",value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +16.3% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
6098.T,"Recruit Holdings Co., Ltd.",value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
6098.T,"Recruit Holdings Co., Ltd.",value_global,Toque Banda Superior BB,BEARISH,DAILY,2026-04-21,0,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
6098.T,"Recruit Holdings Co., Ltd.",value_global,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
6098.T,"Recruit Holdings Co., Ltd.",value_global,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Morning Star,BULLISH,DAILY,2026-04-16,5,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Squeeze Bollinger,BULLISH,DAILY,2026-04-21,0,Bandas de Bollinger comprimidas (percentil 36%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Shooting Star,BEARISH,DAILY,2026-04-16,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 5.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Doji en Caída,BULLISH,DAILY,2026-04-15,6,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -13.2% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
6758.T,Sony Group Corporation,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
7203.T,Toyota Motor Corporation,value_global,Shooting Star,BEARISH,DAILY,2026-04-16,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
7203.T,Toyota Motor Corporation,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
7203.T,Toyota Motor Corporation,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +8.3% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
7203.T,Toyota Motor Corporation,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +29.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Bearish Engulfing,BEARISH,DAILY,2026-04-16,5,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +4.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Doji en Caída,BULLISH,DAILY,2026-04-21,0,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Precio bajo MA200,BEARISH,WEEKLY,2026-04-20,1,Precio -27.6% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -11.5% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
7733.T,Olympus Corporation,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Extendido sobre MA200,BEARISH,DAILY,2026-04-21,0,"Precio +23.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-21,0,Precio a 3.5% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +3.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +27.8% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +60.6% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-30,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 1.8% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
7741.T,HOYA CORP,value_us,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-04-20,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-04-21 07:41
7974.T,"Nintendo Co., Ltd.",value_global,Precio bajo MA200,BEARISH,DAILY,2026-04-21,0,Precio -26.2% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
7974.T,"Nintendo Co., Ltd.",value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 2.9% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
7974.T,"Nintendo Co., Ltd.",value_global,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-04-20,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-04-21 07:41
7974.T,"Nintendo Co., Ltd.",value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -26.1% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
7974.T,"Nintendo Co., Ltd.",value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-04-20,1,RSI 37.6 — presión vendedora cediendo,1,2026-04-21 07:41
8035.T,Tokyo Electron Limited,value_global,Morning Star,BULLISH,DAILY,2026-04-21,0,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-04-21 07:41
8035.T,Tokyo Electron Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +11.1% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
8035.T,Tokyo Electron Limited,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-04-21,0,"Precio +41.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
