ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
FTAI,FTAI Aviation Ltd.,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +178.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
FTAI,FTAI Aviation Ltd.,portfolio,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
FTAI,FTAI Aviation Ltd.,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Evening Star,BEARISH,DAILY,2026-04-16,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +6.4% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-20,1,Precio a 1.9% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +17.5% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +40.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 1.9% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-04-21 07:41
FULT,Fulton Financial Corporation,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,Precio bajo MA200,BEARISH,DAILY,2026-04-21,0,Precio -22.6% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +4.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,Toque Banda Superior BB,BEARISH,DAILY,2026-04-21,0,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -25.0% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,RSI Zona Baja,BULLISH,WEEKLY,2026-04-20,1,RSI 38.5 — presión vendedora cediendo,1,2026-04-21 07:41
G24.DE,Scout24 SE                    N,value_us,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
GEBN.SW,GEBERIT N,value_eu,Shooting Star,BEARISH,DAILY,2026-04-21,0,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
GEBN.SW,GEBERIT N,value_eu,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
GEBN.SW,GEBERIT N,value_eu,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 6.7% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-17,4,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Rebote MA50,BULLISH,DAILY,2026-04-15,6,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Hammer,BULLISH,DAILY,2026-04-15,6,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +2.6% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Death Cross,BEARISH,WEEKLY,2026-04-13,8,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -11.2% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
GIVN.SW,GIVAUDAN N,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,Pullback Volumen Seco,BULLISH,DAILY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,Shooting Star,BEARISH,DAILY,2026-04-17,4,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +3.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,Doji en Subida,BEARISH,DAILY,2026-04-20,1,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -8.9% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
GVDNY,Givaudan SA,value_us,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
HEI,Heico Corporation,value_us,Divergencia RSI Alcista,BULLISH,DAILY,2026-04-20,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-04-21 07:41
HEI,Heico Corporation,value_us,Bearish Engulfing,BEARISH,DAILY,2026-04-15,6,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-04-21 07:41
HEI,Heico Corporation,value_us,Shooting Star,BEARISH,DAILY,2026-04-17,4,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
HEI,Heico Corporation,value_us,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HEI,Heico Corporation,value_us,Doji en Caída,BULLISH,DAILY,2026-04-20,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
HEI,Heico Corporation,value_us,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +30.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
HEI.DE,Heidelberg Materials AG       I,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HEI.DE,Heidelberg Materials AG       I,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +3.5% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
HEI.DE,Heidelberg Materials AG       I,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-20,1,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
HEI.DE,Heidelberg Materials AG       I,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-21,0,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
HEI.DE,Heidelberg Materials AG       I,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +71.7% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
HEI.DE,Heidelberg Materials AG       I,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
HEIA.AS,HEINEKEN,value_eu,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HEIA.AS,HEINEKEN,value_eu,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 5.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
HEIA.AS,HEINEKEN,value_eu,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-04-20,1,Precio a 8.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Precio bajo MA200,BEARISH,DAILY,2026-04-20,1,Precio -17.2% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Shooting Star,BEARISH,DAILY,2026-04-17,4,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-20,1,Precio a 8.9% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Doji en Subida,BEARISH,DAILY,2026-04-14,7,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -18.1% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
HESAY,Hermes International SA,value_us,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
HESAY,Hermes International SA,value_us,RSI Zona Baja,BULLISH,WEEKLY,2026-04-20,1,RSI 36.9 — presión vendedora cediendo,1,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,Divergencia RSI Alcista,BULLISH,DAILY,2026-04-21,0,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +5.5% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,Toque Banda Superior BB,BEARISH,DAILY,2026-04-21,0,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
HEXA-B.ST,Hexagon AB ser. B,value_eu,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Golden Cross,BULLISH,DAILY,2026-04-13,8,MA50 cruzó por encima de MA200 — inicio de tendencia alcista de largo plazo,3,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-20,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +7.3% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Hammer,BULLISH,DAILY,2026-04-15,6,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-21,0,Precio a 2.2% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +7.3% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +29.1% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HNR1.DE,HANNOVER RUECK SE NA O.N.,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 2.2% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Death Cross,BEARISH,DAILY,2026-04-14,7,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-17,4,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +5.0% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-20,1,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Doji en Caída,BULLISH,DAILY,2026-04-21,0,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Rebote MA50,BULLISH,WEEKLY,2026-04-13,8,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +1.0% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
HOLN.SW,HOLCIM N,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Death Cross,BEARISH,DAILY,2026-04-20,1,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Evening Star,BEARISH,DAILY,2026-04-16,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Rebote MA50,BULLISH,DAILY,2026-04-20,1,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +3.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +5.8% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +78.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
IAG.MC,INTL CONSOLIDATED AIRLINES GROU,portfolio,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
ICE,Intercontinental Exchange Inc.,value_us,MACD Cruce Bajista,BEARISH,DAILY,2026-04-20,1,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-04-21 07:41
ICE,Intercontinental Exchange Inc.,value_us,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +0.4% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
ICE,Intercontinental Exchange Inc.,value_us,MACD Histograma Cayendo,BEARISH,DAILY,2026-04-20,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-04-21 07:41
ICE,Intercontinental Exchange Inc.,value_us,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
ICE,Intercontinental Exchange Inc.,value_us,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
IDXX,"IDEXX Laboratories, Inc.",value_us,Evening Star,BEARISH,DAILY,2026-04-16,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
IDXX,"IDEXX Laboratories, Inc.",value_us,Squeeze Bollinger,BULLISH,DAILY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 29%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
IDXX,"IDEXX Laboratories, Inc.",value_us,Doji en Subida,BEARISH,DAILY,2026-04-20,1,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
IDXX,"IDEXX Laboratories, Inc.",value_us,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Morning Star,BULLISH,DAILY,2026-04-21,0,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-04-21,0,Precio -10.9% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,RSI Sobrevendido,BULLISH,DAILY,2026-04-21,0,"RSI 28.1 — zona de sobreventa extrema, posible rebote",2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Shooting Star,BEARISH,DAILY,2026-04-16,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 4.6% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -8.6% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +20.7% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-04-20,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-04-20,1,RSI 35.8 — presión vendedora cediendo,1,2026-04-21 07:41
IMB.L,IMPERIAL BRANDS PLC ORD 10P,portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-04-20,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-04-21 07:41
IMCD.AS,IMCD,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +14.8% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
IMCD.AS,IMCD,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
IMCD.AS,IMCD,portfolio,Precio bajo MA200,BEARISH,WEEKLY,2026-04-20,1,Precio -22.9% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
IMCD.AS,IMCD,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +3.8% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +15.9% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,RSI Sobrecomprado,BEARISH,DAILY,2026-04-21,0,"RSI 78.3 — zona de sobrecompra, riesgo de reversión",2,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Shooting Star,BEARISH,DAILY,2026-04-20,1,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Toque Banda Superior BB,BEARISH,DAILY,2026-04-21,0,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Death Cross,BEARISH,WEEKLY,2026-03-09,43,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-04-20,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +8.3% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
INDT.ST,Indutrade AB,value_eu,Toque Banda Superior BB,BEARISH,WEEKLY,2026-04-20,1,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
INGA.AS,ING GROEP N.V.,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-17,4,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
INGA.AS,ING GROEP N.V.,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +6.4% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
INGA.AS,ING GROEP N.V.,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
