ticker,super_score_4d,tier,description,dimensions,weights
ABT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
QTIH,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CMC,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ONCY,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FIS,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AKAN,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PLAY,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SRCO,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AHH,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NVT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PK,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PRIM,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MU,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SPGI,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
GBCS,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CLNN,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AMPG,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ZBIO,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
LPG,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
APG,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ZNTL,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
UPBD,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MWA,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PAR,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FLYW,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NTLA,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CDTX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
RPLRT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
UNFI,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CASY,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
RCKT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CPAY,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
GTLB,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
OSG,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NNUP,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
EFOI,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
LGL,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
IRD,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CLPR,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AROW,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SGRP,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ENTX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NMCO,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MBIO,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NRXS,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
EPD,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
USIO,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
HHH,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MNPR,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
IMA,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
DLTH,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TXMD,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
QRHC,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FFAI,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TCRX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PLX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AMLX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ESOA,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ALNT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SSGC,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MCFT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CNK,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
KYTX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AVGO,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
EVMN,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NMZ,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CCXIU,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
LQR,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
XELB,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ATEX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BSBK,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
VRA,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FRST,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AMH,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NGS,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NSC,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FULT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
UTI,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
APCX,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
STCB,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ALG,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TBN,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CWGL,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BATRA,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FTAI,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
RDW,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FMC,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ZOMDF,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
GOOD,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BBT,32.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 90, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MANE,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AMCR,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
INSE,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SHBI,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AZTA,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
EVLV,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
EGBN,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
MSM,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AMRZ,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NIC,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
OBLG,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
VTSI,30.0,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SMBK,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
VKI,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NAD,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
EDBL,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FBRX,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CUE,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BDL,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BETR,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ONFO,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
JOBY,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
S,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SGHT,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
WY,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
OMCC,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
HTFL,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
INR,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PLUG,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SRRK,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
DHC,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FPI,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ACNB,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
UMH,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
IMVT,27.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 70, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
