ticker,super_score_4d,tier,description,dimensions,weights,timing_convergence,timing_bonus,timing_reason,sector_momentum,tier_boost,sector_name,dj_ticker,institutional_details,price_target,upside_percent,fundamental_score,current_price
STAA,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'STAA', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
QDEL,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'QDEL', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
IPSC,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'IPSC', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
ELAN,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'ELAN', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
PARK,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'PARK', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
PHIO,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'PHIO', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
LAB,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'LAB', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
PMCB,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'PMCB', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BFLY,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'BFLY', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
IMMX,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'IMMX', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
TBRG,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'TBRG', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BDSX,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'BDSX', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
PALI,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'PALI', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
MYNZ,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'MYNZ', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
INDV,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'INDV', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BNTC,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'BNTC', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
GALT,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'GALT', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
NSPR,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'NSPR', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
ANVS,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'ANVS', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
ICU,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'ICU', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BCDA,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'BCDA', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BMEA,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'BMEA', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
AARD,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'AARD', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
ICCC,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'ICCC', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
CTEV,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'CTEV', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
NVCT,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'NVCT', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
EHSI,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'EHSI', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
CLYM,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'CLYM', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
RDGL,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'RDGL', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
DTIL,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'DTIL', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
SILO,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'SILO', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
SRTS,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'SRTS', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
CRVO,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'CRVO', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
ADGM,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'ADGM', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
ADVM,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'ADVM', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
CVM,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'CVM', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
LITS,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'LITS', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
SXTP,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'SXTP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
RHEP,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'RHEP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
OPK,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'OPK', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BHVN,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'BHVN', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
CTTH,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'CTTH', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
WVE,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'WVE', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
SRTA,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'SRTA', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
AVTR,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'AVTR', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
MRVI,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'MRVI', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
KTTA,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'KTTA', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
SAVA,33.7,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 43.54, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,stable,0,Healthcare,DJUSHC,"{'ticker': 'SAVA', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
AMCR,33.3,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 66.67, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Consumer Cyclical,DJUSGT,"{'ticker': 'AMCR', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
INSE,33.3,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 80, 'sector': 66.67, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Consumer Cyclical,DJUSGT,"{'ticker': 'INSE', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
TPL,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'TPL', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
GTE,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'GTE', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
NEXT,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'NEXT', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
GLP,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'GLP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
DMLP,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'DMLP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
PROP,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'PROP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
WBI,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'WBI', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
EP,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'EP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
GRNT,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'GRNT', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
LB,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'LB', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
MMLP,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'MMLP', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
EONR,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'EONR', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
MNR,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'MNR', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
BRN,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'BRN', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
MTDR,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'MTDR', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
HNRG,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'HNRG', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
EPSN,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'EPSN', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
KLXE,33.2,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 100, 'sector': 41.07, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}",False,0,,improving,0,Energy,DJUSEN,"{'ticker': 'KLXE', 'whales_holding': [], 'num_whales': 0, 'total_value': 0, 'total_shares': 0, 'whale_score': 0}",,,50,
