ticker,super_score_4d,tier,vcp_score,insiders_score,sector_score,institutional_score,num_whales,top_whales,entry_price,entry_date,snapshot_id,return_7d,exit_price_7d
NXDT,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.769999980926514,2026-02-08,20260208_183944,,
PDYN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,7.159999847412109,2026-02-08,20260208_183944,,
MHH,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,6.829999923706055,2026-02-08,20260208_183944,,
NBTB,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,46.650001525878906,2026-02-08,20260208_183944,,
BCDA,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.25,2026-02-08,20260208_183944,,
HQI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,10.949999809265137,2026-02-08,20260208_183944,,
SLSN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.3700000047683716,2026-02-08,20260208_183944,,
ELWT,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.929999828338623,2026-02-08,20260208_183944,,
MNR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.329999923706056,2026-02-08,20260208_183944,,
OWL,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.520000457763672,2026-02-08,20260208_183944,,
ENR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,23.399999618530277,2026-02-08,20260208_183944,,
ABR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,7.800000190734863,2026-02-08,20260208_183944,,
GEF,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,75.29000091552734,2026-02-08,20260208_183944,,
HFFG,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.7000000476837158,2026-02-08,20260208_183944,,
NP,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,23.559999465942383,2026-02-08,20260208_183944,,
NBBK,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,22.3700008392334,2026-02-08,20260208_183944,,
FWDI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,5.230000019073486,2026-02-08,20260208_183944,,
GLGI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.3100000023841858,2026-02-08,20260208_183944,,
SCWO,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,3.0899999141693115,2026-02-08,20260208_183944,,
OPTT,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.4600000083446502,2026-02-08,20260208_183944,,
BMEA,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.2200000286102295,2026-02-08,20260208_183944,,
CE,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,54.880001068115234,2026-02-08,20260208_183944,,
AARD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.649999618530272,2026-02-08,20260208_183944,,
BLNK,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.7020000219345093,2026-02-08,20260208_183944,,
OFLX,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,37.31999969482422,2026-02-08,20260208_183944,,
WEST,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,5.0,2026-02-08,20260208_183944,,
GMRE,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,36.630001068115234,2026-02-08,20260208_183944,,
TISI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,14.470000267028809,2026-02-08,20260208_183944,,
ICCC,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,6.239999771118164,2026-02-08,20260208_183944,,
BRN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.0099999904632568,2026-02-08,20260208_183944,,
GCBC,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,24.51000022888184,2026-02-08,20260208_183944,,
CTEV,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,25.90999984741211,2026-02-08,20260208_183944,,
MTDR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,47.34999847412109,2026-02-08,20260208_183944,,
NVCT,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,8.890000343322754,2026-02-08,20260208_183944,,
FUNC,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,39.59999847412109,2026-02-08,20260208_183944,,
NZF,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.770000457763672,2026-02-08,20260208_183944,,
RMCF,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,2.430000066757202,2026-02-08,20260208_183944,,
EHSI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.350000023841858,2026-02-08,20260208_183944,,
CLYM,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,5.440000057220459,2026-02-08,20260208_183944,,
RDGL,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.0697999969124794,2026-02-08,20260208_183944,,
ABTC,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.309999942779541,2026-02-08,20260208_183944,,
NTST,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,19.32999992370605,2026-02-08,20260208_183944,,
HNRG,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,20.059999465942383,2026-02-08,20260208_183944,,
SCND,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.5899999737739563,2026-02-08,20260208_183944,,
LCGMF,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.1899999976158142,2026-02-08,20260208_183944,,
DTIL,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,3.799999952316284,2026-02-08,20260208_183944,,
SILO,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.3059999942779541,2026-02-08,20260208_183944,,
MGLD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.0199999809265137,2026-02-08,20260208_183944,,
CNTM,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.2919999957084656,2026-02-08,20260208_183944,,
TBTC,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.489999771118164,2026-02-08,20260208_183944,,
DIN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,36.0,2026-02-08,20260208_183944,,
JMSB,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,20.8799991607666,2026-02-08,20260208_183944,,
UFI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.0,2026-02-08,20260208_183944,,
MMS,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,75.08000183105469,2026-02-08,20260208_183944,,
ADTN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,9.859999656677246,2026-02-08,20260208_183944,,
HSY,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,231.52999877929688,2026-02-08,20260208_183944,,
BBWI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,23.049999237060547,2026-02-08,20260208_183944,,
SRTS,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,5.039999961853027,2026-02-08,20260208_183944,,
BFS,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,34.630001068115234,2026-02-08,20260208_183944,,
CRVO,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,5.309999942779541,2026-02-08,20260208_183944,,
LOB,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,40.83000183105469,2026-02-08,20260208_183944,,
PMT,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.220000267028809,2026-02-08,20260208_183944,,
UWHR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,10.699999809265137,2026-02-08,20260208_183944,,
ADGM,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.9900000095367432,2026-02-08,20260208_183944,,
GOGO,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.179999828338623,2026-02-08,20260208_183944,,
WMG,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,29.049999237060547,2026-02-08,20260208_183944,,
APLE,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.15999984741211,2026-02-08,20260208_183944,,
ADVM,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,,2026-02-08,20260208_183944,,
FRD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,20.13999938964844,2026-02-08,20260208_183944,,
PSQH,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.7910000085830688,2026-02-08,20260208_183944,,
IIPR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,48.650001525878906,2026-02-08,20260208_183944,,
CNS,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,62.709999084472656,2026-02-08,20260208_183944,,
Q,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,98.22000122070312,2026-02-08,20260208_183944,,
CVM,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,5.0,2026-02-08,20260208_183944,,
FG,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,28.3799991607666,2026-02-08,20260208_183944,,
FNGR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.156999945640564,2026-02-08,20260208_183944,,
EPSN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.849999904632568,2026-02-08,20260208_183944,,
LITS,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.059999942779541,2026-02-08,20260208_183944,,
KLXE,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,2.289999961853028,2026-02-08,20260208_183944,,
SXTP,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.159999847412109,2026-02-08,20260208_183944,,
WVVI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,2.5999999046325684,2026-02-08,20260208_183944,,
MIDD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,161.11000061035156,2026-02-08,20260208_183944,,
RHEP,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.3609999418258667,2026-02-08,20260208_183944,,
PMTS,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.93000030517578,2026-02-08,20260208_183944,,
WAFD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,33.709999084472656,2026-02-08,20260208_183944,,
CBAN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,21.06999969482422,2026-02-08,20260208_183944,,
HLF,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,16.989999771118164,2026-02-08,20260208_183944,,
BOTJ,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,20.450000762939453,2026-02-08,20260208_183944,,
OPK,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.2400000095367432,2026-02-08,20260208_183944,,
BPRN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,36.41999816894531,2026-02-08,20260208_183944,,
BHVN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,11.600000381469728,2026-02-08,20260208_183944,,
SEI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,51.58000183105469,2026-02-08,20260208_183944,,
CTTH,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.0876400023698806,2026-02-08,20260208_183944,,
WVE,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,13.449999809265137,2026-02-08,20260208_183944,,
SI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,12.739999771118164,2026-02-08,20260208_183944,,
SRTA,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,4.739999771118164,2026-02-08,20260208_183944,,
JFB,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,30.09499931335449,2026-02-08,20260208_183944,,
AVTR,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,11.260000228881836,2026-02-08,20260208_183944,,
MRVI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,3.140000104904175,2026-02-08,20260208_183944,,
GSHD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,66.16999816894531,2026-02-08,20260208_183944,,
FCNCA,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,2160.989990234375,2026-02-08,20260208_183944,,
KTTA,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,0.7250000238418579,2026-02-08,20260208_183944,,
BLNE,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,3.299999952316284,2026-02-08,20260208_183944,,
AUID,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.7799999713897705,2026-02-08,20260208_183944,,
TPC,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,83.4800033569336,2026-02-08,20260208_183944,,
SAVA,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,2.0299999713897705,2026-02-08,20260208_183944,,
URG,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,1.590000033378601,2026-02-08,20260208_183944,,
WEN,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,8.020000457763672,2026-02-08,20260208_183944,,
RHLD,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,193.1000061035156,2026-02-08,20260208_183944,,
FRPH,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,23.959999084472656,2026-02-08,20260208_183944,,
OHI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,45.27999877929688,2026-02-08,20260208_183944,,
GBCI,35.0,🔵 MODERADA,0.0,100,50,0.0,0,,53.18999862670898,2026-02-08,20260208_183944,,
FIS,35.0,🔵 MODERADA,0.0,90,50,10.000249894,1,Tiger Global Management,51.93000030517578,2026-02-08,20260208_183944,,
TBN,35.0,🔵 MODERADA,0.0,90,50,10.000015629,1,Tiger Global Management,28.6200008392334,2026-02-08,20260208_183944,,
SHCO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,,2026-02-08,20260208_183944,,
CNXC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,39.93000030517578,2026-02-08,20260208_183944,,
FCBC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,41.310001373291016,2026-02-08,20260208_183944,,
FCCO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,30.84000015258789,2026-02-08,20260208_183944,,
SGU,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,13.170000076293944,2026-02-08,20260208_183944,,
MLAA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,,2026-02-08,20260208_183944,,
NOMA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,4.070000171661377,2026-02-08,20260208_183944,,
EMPD,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,3.7200000286102295,2026-02-08,20260208_183944,,
IBM,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,298.92999267578125,2026-02-08,20260208_183944,,
AGL,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.6480000019073486,2026-02-08,20260208_183944,,
PKBK,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,28.709999084472656,2026-02-08,20260208_183944,,
BFC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,151.50999450683594,2026-02-08,20260208_183944,,
RMBI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,14.3100004196167,2026-02-08,20260208_183944,,
WS,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,47.70000076293945,2026-02-08,20260208_183944,,
ANIX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.9600000381469727,2026-02-08,20260208_183944,,
STRW,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,13.050000190734863,2026-02-08,20260208_183944,,
EMAT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,6.130000114440918,2026-02-08,20260208_183944,,
BY,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,33.5099983215332,2026-02-08,20260208_183944,,
HLXC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,10.18000030517578,2026-02-08,20260208_183944,,
FATN,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.950000047683716,2026-02-08,20260208_183944,,
AASP,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,4.5,2026-02-08,20260208_183944,,
UBSI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,45.52000045776367,2026-02-08,20260208_183944,,
MIRM,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,100.47000122070312,2026-02-08,20260208_183944,,
EQPT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,32.959999084472656,2026-02-08,20260208_183944,,
CRSP,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,48.7400016784668,2026-02-08,20260208_183944,,
BFST,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,29.84000015258789,2026-02-08,20260208_183944,,
UAA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,7.559999942779541,2026-02-08,20260208_183944,,
QTIH,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,5.0,2026-02-08,20260208_183944,,
CMC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,82.98999786376953,2026-02-08,20260208_183944,,
ONCY,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.8899999856948853,2026-02-08,20260208_183944,,
AKAN,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.959999978542328,2026-02-08,20260208_183944,,
PLAY,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,19.270000457763672,2026-02-08,20260208_183944,,
SRCO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.1190000027418136,2026-02-08,20260208_183944,,
AHH,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,7.179999828338623,2026-02-08,20260208_183944,,
NVT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,112.63999938964844,2026-02-08,20260208_183944,,
PK,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,11.529999732971191,2026-02-08,20260208_183944,,
PRIM,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,160.5399932861328,2026-02-08,20260208_183944,,
MU,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,394.6900024414063,2026-02-08,20260208_183944,,
SPGI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,439.2799987792969,2026-02-08,20260208_183944,,
GBCS,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,3.259999990463257,2026-02-08,20260208_183944,,
CLNN,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,4.289999961853027,2026-02-08,20260208_183944,,
AMPG,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.9600000381469727,2026-02-08,20260208_183944,,
ZBIO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,21.799999237060547,2026-02-08,20260208_183944,,
LPG,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,32.349998474121094,2026-02-08,20260208_183944,,
APG,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,44.45000076293945,2026-02-08,20260208_183944,,
ZNTL,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.390000104904175,2026-02-08,20260208_183944,,
UPBD,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,20.540000915527344,2026-02-08,20260208_183944,,
MWA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,29.18000030517578,2026-02-08,20260208_183944,,
PAR,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,22.239999771118164,2026-02-08,20260208_183944,,
FLYW,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,11.25,2026-02-08,20260208_183944,,
NTLA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,12.279999732971191,2026-02-08,20260208_183944,,
CDTX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,,2026-02-08,20260208_183944,,
RPLRT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,,2026-02-08,20260208_183944,,
UNFI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,40.68999862670898,2026-02-08,20260208_183944,,
CASY,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,660.9000244140625,2026-02-08,20260208_183944,,
RCKT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,3.1600000858306885,2026-02-08,20260208_183944,,
CPAY,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,354.19000244140625,2026-02-08,20260208_183944,,
GTLB,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,32.130001068115234,2026-02-08,20260208_183944,,
OSG,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,6.110000133514404,2026-02-08,20260208_183944,,
NNUP,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.6200000047683716,2026-02-08,20260208_183944,,
EFOI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.9299999475479128,2026-02-08,20260208_183944,,
LGL,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,6.820000171661377,2026-02-08,20260208_183944,,
IRD,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,3.009999990463257,2026-02-08,20260208_183944,,
CLPR,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,3.5,2026-02-08,20260208_183944,,
AROW,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,36.04999923706055,2026-02-08,20260208_183944,,
SGRP,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.7900000214576721,2026-02-08,20260208_183944,,
ENTX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.0399999618530271,2026-02-08,20260208_183944,,
NMCO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,10.779999732971191,2026-02-08,20260208_183944,,
MBIO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.7870000004768372,2026-02-08,20260208_183944,,
NRXS,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,4.349999904632568,2026-02-08,20260208_183944,,
EPD,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,34.90999984741211,2026-02-08,20260208_183944,,
USIO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.340000033378601,2026-02-08,20260208_183944,,
HHH,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,82.04000091552734,2026-02-08,20260208_183944,,
MNPR,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,57.75,2026-02-08,20260208_183944,,
IMA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,6.909999847412109,2026-02-08,20260208_183944,,
DLTH,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.450000047683716,2026-02-08,20260208_183944,,
TXMD,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.289999961853028,2026-02-08,20260208_183944,,
QRHC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.0299999713897705,2026-02-08,20260208_183944,,
FFAI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.7699999809265137,2026-02-08,20260208_183944,,
TCRX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.0299999713897705,2026-02-08,20260208_183944,,
PLX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.890000104904175,2026-02-08,20260208_183944,,
AMLX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,13.979999542236328,2026-02-08,20260208_183944,,
ESOA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,9.420000076293944,2026-02-08,20260208_183944,,
ALNT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,65.73999786376953,2026-02-08,20260208_183944,,
SSGC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.238999992609024,2026-02-08,20260208_183944,,
MCFT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,25.170000076293945,2026-02-08,20260208_183944,,
CNK,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,25.770000457763672,2026-02-08,20260208_183944,,
KYTX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,7.929999828338623,2026-02-08,20260208_183944,,
AVGO,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,332.9200134277344,2026-02-08,20260208_183944,,
EVMN,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,17.309999465942383,2026-02-08,20260208_183944,,
NMZ,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,10.539999961853027,2026-02-08,20260208_183944,,
CCXIU,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,10.390000343322754,2026-02-08,20260208_183944,,
LQR,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,,2026-02-08,20260208_183944,,
XELB,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,1.6200000047683716,2026-02-08,20260208_183944,,
ATEX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,28.38999938964844,2026-02-08,20260208_183944,,
BSBK,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,8.449999809265137,2026-02-08,20260208_183944,,
VRA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,2.5299999713897705,2026-02-08,20260208_183944,,
FRST,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,14.260000228881836,2026-02-08,20260208_183944,,
AMH,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,30.84000015258789,2026-02-08,20260208_183944,,
NGS,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,36.47999954223633,2026-02-08,20260208_183944,,
NSC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,306.4800109863281,2026-02-08,20260208_183944,,
FULT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,22.75,2026-02-08,20260208_183944,,
UTI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,25.520000457763672,2026-02-08,20260208_183944,,
APCX,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.4050000011920929,2026-02-08,20260208_183944,,
STCB,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.025000000372529,2026-02-08,20260208_183944,,
ALG,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,208.3800048828125,2026-02-08,20260208_183944,,
CWGL,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,4.920000076293945,2026-02-08,20260208_183944,,
BATRA,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,43.41999816894531,2026-02-08,20260208_183944,,
FTAI,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,272.6099853515625,2026-02-08,20260208_183944,,
RDW,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,10.039999961853027,2026-02-08,20260208_183944,,
FMC,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,14.760000228881836,2026-02-08,20260208_183944,,
ZOMDF,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,0.1199999973177909,2026-02-08,20260208_183944,,
GOOD,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,11.520000457763672,2026-02-08,20260208_183944,,
BBT,32.5,🔵 MODERADA,0.0,90,50,0.0,0,,31.56999969482422,2026-02-08,20260208_183944,,
MANE,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,38.47999954223633,2026-02-08,20260208_183944,,
AMCR,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,48.16999816894531,2026-02-08,20260208_183944,,
INSE,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,8.699999809265137,2026-02-08,20260208_183944,,
SHBI,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,20.32999992370605,2026-02-08,20260208_183944,,
AZTA,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,28.71999931335449,2026-02-08,20260208_183944,,
EVLV,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,5.489999771118164,2026-02-08,20260208_183944,,
EGBN,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,27.57999992370605,2026-02-08,20260208_183944,,
MSM,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,95.55999755859376,2026-02-08,20260208_183944,,
AMRZ,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,58.40999984741211,2026-02-08,20260208_183944,,
NIC,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,152.25,2026-02-08,20260208_183944,,
OBLG,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,1.0700000524520874,2026-02-08,20260208_183944,,
VTSI,30.0,🔵 MODERADA,0.0,80,50,0.0,0,,4.710000038146973,2026-02-08,20260208_183944,,
EXP,30.0,🔵 MODERADA,0.0,70,50,10.000218978,1,Tiger Global Management,225.8500061035156,2026-02-08,20260208_183944,,
SMBK,27.5,🔵 MODERADA,0.0,70,50,0.0,0,,42.9900016784668,2026-02-08,20260208_183944,,
